capture_frame_index,elapsed_start_seconds,event_count,FrameTime_ms,RenderThreadTime_ms,GameThreadTime_ms,RHIThreadTime_ms,PhysicsVerbose/AllWorkers/StepSolver_ms,PhysicsVerbose/AllWorkers/StepSolver_Integrate_ms,PhysicsVerbose/AllWorkers/StepSolver_KinematicTargets_ms,PhysicsVerbose/AllWorkers/StepSolver_UpdateConstraintPositionBasedState_ms,PhysicsVerbose/AllWorkers/StepSolver_ComputeIntermediateSpatialAcceleration_ms,PhysicsVerbose/AllWorkers/StepSolver_IntegrateKinematicSpatial_ms,PhysicsVerbose/AllWorkers/DetectCollisions_BroadPhase_ms,PhysicsVerbose/AllWorkers/DetectCollisions_NarrowPhase_ms,PhysicsVerbose/AllWorkers/StepSolver_DetectCollisions_ms,PhysicsVerbose/AllWorkers/CCD_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateConstraintGraph_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateIslands_ms,PhysicsVerbose/AllWorkers/StepSolver_PruneCollisions_ms,PhysicsVerbose/AllWorkers/StepSolver_ReloadCacheTotalSerialized_ms,PhysicsVerbose/AllWorkers/StepSolver_BuildGroups_ms,PhysicsVerbose/AllWorkers/StepSolver_PerIslandSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_CCDCorrection_ms,PhysicsVerbose/AllWorkers/StepSolver_SavePostSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_DeactivateSleep_ms,PhysicsVerbose/AllWorkers/StepSolver_AdvanceOneTimeStepImpl_ms,PhysicsVerbose/AllWorkers/StepSolver_PullData_ms,PhysicsVerbose/AllWorkers/StepSolver_IslandEndTick_ms,PhysicsVerbose/GameThread/AcquireSceneWriteLock_ms,ONEPhysicality/GameThread/RegionalDamage_ms,ONEPhysicality/GameThread/BloodFixedStep_ms,ONEPhysicality/GameThread/StumpCollisionTransfer_ms,ONEPhysicality/GameThread/RagdollInitialize_ms,PhysicsVerbose/AllWorkers/StepSolver_Gather_ms,Chaos/AllWorkers/ApplyConstraints_ms,PhysicsVerbose/AllWorkers/StepSolver_Scatter_ms,ONEPhysicality/GameThread/RagdollRest_ms,ONEPhysicality/GameThread/PartInitialize_ms,PhysicsCounters/NumDisabledBodies_native,PhysicsCounters/NumBodies_native,PhysicsCounters/NumDynamicBodies_native,PhysicsCounters/NumKinematicBodies_native,PhysicsCounters/NumStaticBodies_native,PhysicsCounters/NumMovingBodies_native,PhysicsCounters/NumGeometryCollectionBodies_native,PhysicsCounters/NumIslands_native,PhysicsCounters/NumIslandGroups_native,PhysicsCounters/NumContacts_native,PhysicsCounters/NumJoints_native,PhysicsCounters/NumCharacterGroundConstraints_native,PhysicsCounters/NumValidConstraints_native,PhysicsCounters/NumActiveConstraints_native,PhysicsCounters/NumRestoredConstraints_native,PhysicsCounters/NumManifoldPoints_native,PhysicsCounters/NumActiveManifoldPoints_native,PhysicsCounters/NumRestoredManifoldPoints_native,PhysicsCounters/NumUpdatedManifoldPoints_native,PhysicsCounters/NumStaticShapes_native,PhysicsCounters/NumKinematicShapes_native,PhysicsCounters/NumDynamicShapes_native,PhysicsCounters/NumBroadPhasePairs_native,PhysicsCounters/NumMidPhases_native,PhysicsCounters/NumPositionIterations_native,PhysicsCounters/NumVelocityIterations_native,PhysicsCounters/NumProjectionIterations_native,ONEPhysicality/Live_native,ONEPhysicality/RigidBodies_native,ONEPhysicality/Awake_native,ONEPhysicality/Wounds_native,ONEPhysicality/Phase_native,ONEPhysicality/Droplets_native,ONEPhysicality/Pools_native,ONEPhysicality/ProjectionTraces_native
32,0.26547960000000004,0,8.4022,1.746,1.3545,1.3172,0.1791,0.0037,0.0059,0.0003,0.0425,0.0552,0.0031,0.0018,0.0144,0.0002,0.0024,0.0018,0.0001,0.0001,0.0099,0.0021,0.0005,0.0001,0.0021,0.1054,0.0208,0.0001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.27388180000000006,0,8.3214,1.8067,1.3763,1.3,0.1704,0.0024,0.0059,0.0003,0.0313,0.0433,0.0036,0.0012,0.0147,0.0003,0.0019,0.0022,0.0001,0.0001,0.0117,0.0026,0.0006,0.0002,0.0028,0.0982,0.0179,0.0001,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.28220320000000004,0,8.2697,1.7359,1.3427,1.3159,0.1731,0.0023,0.0068,0.0004,0.0326,0.0455,0.0034,0.0014,0.014,0.0001,0.0018,0.0021,0.0001,0.0002,0.0118,0.0019,0.0011,0.0,0.0021,0.0999,0.0182,0.0001,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.29047290000000003,0,8.3756,1.867,1.2841,1.2479,0.1601,0.004,0.0055,0.0004,0.0372,0.0505,0.0032,0.0012,0.0133,0.0002,0.0025,0.0019,0.0002,0.0002,0.01,0.002,0.0005,0.0002,0.0019,0.0984,0.0145,0.0001,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.2988485,0,8.4571,1.807,1.4214,1.2872,0.1834,0.004,0.0061,0.0005,0.045,0.0587,0.0032,0.0018,0.0179,0.0002,0.0022,0.0026,0.0001,0.0002,0.0108,0.0018,0.0006,0.0001,0.0023,0.1142,0.0166,0.0001,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.3073056,0,8.4262,2.0362,1.4873,1.4308,0.1988,0.0042,0.006,0.0004,0.0464,0.0616,0.0031,0.0015,0.0144,0.0002,0.0026,0.002,0.0002,0.0001,0.0109,0.0018,0.0009,0.0001,0.0021,0.1135,0.0293,0.0002,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.3157318,0,8.1324,2.1599,1.5238,1.3668,0.1957,0.0042,0.0047,0.0005,0.0443,0.058,0.0045,0.0014,0.0162,0.0003,0.0024,0.0025,0.0001,0.0002,0.0126,0.0033,0.0005,0.0001,0.0021,0.12,0.0203,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.3238642,0,8.3785,1.7803,1.3715,1.6043,0.2081,0.0039,0.01,0.0003,0.0481,0.0658,0.0041,0.0016,0.0169,0.0003,0.0022,0.003,0.0001,0.0002,0.013,0.0029,0.0006,0.0001,0.0031,0.1294,0.0216,0.0001,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,26.0,126.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.3322427,0,8.5785,1.7991,1.5551,1.3147,0.2154,0.0056,0.0048,0.0005,0.0486,0.0637,0.005,0.0025,0.0194,0.0002,0.003,0.0026,0.0002,0.0001,0.0143,0.0028,0.0011,0.0001,0.0026,0.1324,0.0242,0.0001,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.3408212,0,8.1014,1.9634,1.4987,1.4058,0.1879,0.0042,0.0058,0.0003,0.0452,0.0595,0.0032,0.0014,0.0157,0.0002,0.0021,0.0024,0.0002,0.0001,0.0108,0.0018,0.0006,0.0,0.0025,0.1143,0.0191,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.34892259999999997,0,8.5671,1.8578,1.548,1.406,0.2188,0.0054,0.0051,0.0005,0.0523,0.0667,0.0046,0.0019,0.0188,0.0001,0.0025,0.003,0.0,0.0002,0.0134,0.0024,0.0007,0.0,0.0025,0.1332,0.0251,0.0002,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.35748969999999997,0,8.1877,1.8567,1.6301,1.3242,0.2494,0.0066,0.0105,0.0005,0.0552,0.0771,0.0051,0.0022,0.0259,0.0004,0.0036,0.0026,0.0002,0.0001,0.0131,0.0025,0.0006,0.0001,0.0035,0.1553,0.0323,0.0001,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.3656774,0,8.2351,1.8332,1.3918,1.4352,0.2,0.0061,0.0045,0.0003,0.0489,0.0633,0.0039,0.0015,0.0166,0.0003,0.0028,0.0022,0.0003,0.0001,0.0133,0.0024,0.0005,0.0002,0.0026,0.1241,0.0229,0.0001,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.3739125,0,8.3413,1.9249,1.3913,1.3627,0.1743,0.0037,0.0062,0.0004,0.0386,0.0519,0.0033,0.0013,0.0148,0.0001,0.0016,0.0016,0.0002,0.0002,0.0105,0.0018,0.0005,0.0004,0.0018,0.103,0.0244,0.0001,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.3822538,0,8.3184,1.7621,1.4285,1.405,0.1917,0.0038,0.0065,0.0004,0.0433,0.058,0.0038,0.0015,0.0162,0.0002,0.0022,0.0025,0.0002,0.0001,0.0119,0.0021,0.0006,0.0,0.0023,0.1147,0.0249,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.3905722,0,8.3939,1.843,1.4259,1.2769,0.1932,0.0039,0.0055,0.0003,0.0572,0.0699,0.0036,0.001,0.0143,0.0003,0.0017,0.0024,0.0001,0.0001,0.0112,0.0018,0.0005,0.0001,0.0022,0.1228,0.0214,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.3989661,0,8.2815,1.8718,1.4032,1.3072,0.1685,0.0041,0.0071,0.0004,0.0292,0.0446,0.0041,0.0015,0.0148,0.0003,0.0016,0.0024,0.0002,0.0001,0.0119,0.0025,0.0005,0.0001,0.0021,0.0981,0.0198,0.0001,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.4072476,0,8.4763,1.7296,1.4518,1.2485,0.197,0.0043,0.0045,0.0004,0.0558,0.0682,0.0046,0.0015,0.0178,0.0002,0.0025,0.0021,0.0002,0.0001,0.0128,0.0021,0.0006,0.0002,0.0021,0.1256,0.0211,0.0001,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.4157239,0,8.304,1.7801,1.589,1.2962,0.1875,0.0047,0.0052,0.0009,0.0409,0.0552,0.0039,0.0014,0.0164,0.0003,0.003,0.0019,0.0001,0.0003,0.0117,0.0021,0.0005,0.0001,0.0022,0.1129,0.0192,0.0001,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.42402789999999996,0,8.3036,1.844,1.5331,1.4468,0.2192,0.0042,0.0051,0.0004,0.0549,0.0683,0.0043,0.0023,0.0185,0.0003,0.0027,0.0022,0.0002,0.0001,0.0124,0.0027,0.0006,0.0001,0.0028,0.1347,0.0277,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.4323315,0,8.5065,1.8054,1.542,1.268,0.2464,0.0077,0.0045,0.0004,0.0592,0.0754,0.0051,0.002,0.0199,0.0006,0.003,0.0049,0.0003,0.0002,0.0218,0.0039,0.0008,0.0002,0.0027,0.1571,0.0275,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.44083799999999995,0,8.171,1.9742,1.6151,1.2573,0.2021,0.004,0.005,0.0004,0.0476,0.0605,0.0044,0.0016,0.0178,0.0002,0.0028,0.0023,0.0002,0.0007,0.0119,0.0023,0.001,0.0001,0.0023,0.1251,0.0209,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.44900899999999994,0,8.3081,1.8965,1.4733,1.3082,0.1754,0.0021,0.0057,0.0003,0.037,0.048,0.0032,0.0012,0.0161,0.0003,0.002,0.0026,0.0002,0.0003,0.0129,0.0019,0.0006,0.0,0.0022,0.1057,0.0175,0.0001,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.4573170999999999,0,8.3238,1.9027,1.4661,1.4199,0.168,0.0029,0.0056,0.0003,0.0303,0.042,0.0029,0.0012,0.0162,0.0002,0.0024,0.0021,0.0002,0.0002,0.0117,0.0019,0.0006,0.0,0.0019,0.0969,0.0188,0.0001,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.4656408999999999,0,8.3279,1.7441,1.4185,1.3371,0.1618,0.0041,0.0059,0.0004,0.0365,0.0496,0.003,0.0013,0.011,0.0002,0.0017,0.0023,0.0001,0.0001,0.0095,0.0018,0.0009,0.0001,0.0019,0.098,0.0157,0.0001,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.4739687999999999,0,8.2317,1.7323,1.4238,1.2948,0.1724,0.0035,0.0043,0.0003,0.047,0.0578,0.0031,0.0012,0.015,0.0002,0.0023,0.0017,0.0002,0.0001,0.0088,0.0023,0.0006,0.0001,0.002,0.1071,0.0198,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.4822004999999999,0,8.5111,1.676,1.4136,1.3481,0.1893,0.0041,0.0053,0.0004,0.0478,0.0611,0.0038,0.0014,0.0151,0.0008,0.0018,0.0022,0.0001,0.0002,0.0117,0.002,0.0012,0.0,0.0022,0.1169,0.019,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.4907115999999999,0,8.052,1.7962,1.4455,1.2138,0.1683,0.0033,0.006,0.0002,0.041,0.0532,0.0031,0.0012,0.0134,0.0002,0.002,0.0016,0.0001,0.0001,0.0088,0.0018,0.001,0.0001,0.0019,0.1001,0.019,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.4987635999999999,0,8.5246,1.7552,1.3601,1.2221,0.2034,0.0056,0.0043,0.0003,0.0475,0.0616,0.0045,0.0013,0.0168,0.0003,0.0028,0.0023,0.0003,0.0006,0.0121,0.0021,0.0006,0.0,0.0024,0.1225,0.0263,0.0002,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.5072882,0,8.1342,1.7654,1.3213,1.3343,0.1646,0.0039,0.005,0.0003,0.0371,0.0496,0.0037,0.0014,0.0141,0.0007,0.0018,0.0019,0.0007,0.0001,0.0102,0.0019,0.0005,0.0001,0.0027,0.1009,0.018,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.5154224,0,8.5345,1.896,1.3532,1.275,0.1944,0.0047,0.0067,0.0003,0.0425,0.0588,0.0047,0.0016,0.0178,0.0001,0.0023,0.0027,0.0,0.0001,0.0123,0.0021,0.0005,0.0001,0.0026,0.1192,0.02,0.0001,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.5239569,0,8.2141,1.7996,1.3729,1.429,0.1786,0.0043,0.0064,0.0004,0.0411,0.055,0.0036,0.0011,0.0142,0.0003,0.0017,0.002,0.0,0.0002,0.0111,0.0025,0.0006,0.0,0.002,0.11,0.0195,0.0001,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.532171,0,8.4752,1.6707,1.3501,1.2947,0.176,0.0035,0.0048,0.0003,0.0401,0.0524,0.004,0.0014,0.0162,0.0002,0.0023,0.0019,0.0001,0.0006,0.0115,0.002,0.0005,0.0001,0.0022,0.1086,0.0195,0.0001,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.5406462,0,8.3684,1.6758,1.5217,1.2648,0.1864,0.0053,0.0052,0.0009,0.0427,0.0578,0.0042,0.0015,0.0166,0.0001,0.0017,0.0021,0.0,0.0001,0.0106,0.002,0.0006,0.0001,0.0022,0.1129,0.0244,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.5490146,0,8.1743,1.7984,1.4257,1.2719,0.1638,0.0037,0.0058,0.0004,0.035,0.0488,0.0033,0.0019,0.014,0.0002,0.0016,0.0018,0.0002,0.0001,0.0098,0.0026,0.0005,0.0001,0.002,0.1008,0.0161,0.0002,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.5571889,0,8.3864,1.7907,1.3383,1.2691,0.1686,0.0046,0.0045,0.0003,0.0372,0.0493,0.0031,0.0017,0.0146,0.0002,0.0021,0.0016,0.0001,0.0002,0.0104,0.0024,0.0005,0.0001,0.0025,0.0999,0.0212,0.0002,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.5655753,0,8.195,1.6739,1.3902,1.4103,0.1721,0.0047,0.0071,0.0009,0.0443,0.0601,0.003,0.0012,0.0135,0.0002,0.0016,0.0015,0.0001,0.0001,0.0104,0.0017,0.0004,0.0001,0.0018,0.1066,0.0154,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.5737703,0,8.4576,1.7137,1.2837,1.4299,0.1798,0.0035,0.0045,0.0004,0.0398,0.0511,0.0038,0.0019,0.0167,0.0001,0.0018,0.0025,0.0002,0.0001,0.0111,0.0026,0.0006,0.0002,0.0027,0.1094,0.0217,0.0001,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,13.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
